,country,isonum,isocode,year,rank_heal,heal,Sadness,Sadness_year,Joy,Joy_year,healp,healp_year,cityheal,cityheal_year,tblnl,tblnl_year,Obesity,Obesity_year,mort,mort_year,meandiabetes,meandiabetes_year,leb,leb_year,dpt,dpt_year,imeas,imeas_year,impsan,impsan_year
884,Uganda,800,UGA,2012,134,56.47435760498047,***,2012,***,2012,***,2012,***,2012,3.835239887237549,--,3.7,2010,1061.591064453125,--,2.6445095539093018,2012,57.10019512195123,2012,78,2012,82,2012,18.5,2012
885,Ukraine,804,UKR,2012,110,63.657508850097656,***,2012,***,2012,***,2012,***,2012,2.525728702545166,2012,18.7,2010,853.4,2012,8.73855972290039,2012,70.94414634146342,2012,76,2012,79,2012,95.8,2012
886,Uruguay,858,URY,2012,36,77.71273803710938,***,2012,***,2012,***,2012,***,2012,-0.10536051541566849,2012,23.8,2010,571.4,2012,10.672650337219238,2012,76.68839024390245,2012,95,2012,96,2012,95.9,2012
887,United States,840,USA,2012,29,78.99473571777344,***,2012,***,2012,***,2012,***,2012,-2.3025851249694824,2012,31.2,2010,471.1,2012,8.832181930541992,2012,78.74146341463415,2012,96,2012,92,2012,100.0,2012
888,Venezuela,862,VEN,2012,56,74.38311767578125,***,2012,***,2012,***,2012,***,2012,0.9932518005371094,2012,23.3,2010,603.5,2012,8.495828628540039,2012,73.92573170731708,2012,81,2012,87,2012,94.0,2012
889,Vietnam,704,VNM,2012,69,72.44261169433594,***,2012,***,2012,***,2012,***,2012,3.211698532104492,--,2.6,2010,835.511474609375,--,4.650373458862305,2012,75.31939024390243,2012,97,2012,96,2012,73.1,2012
890,Yemen,887,YEM,2012,127,58.517234802246094,***,2012,***,2012,***,2012,***,2012,3.5672593116760254,--,15.7,2010,921.8889770507812,--,7.197867393493652,2012,63.327292682926824,2012,82,2012,71,2012,53.3,2012
891,South Africa,710,ZAF,2012,128,58.473777770996094,***,2012,***,2012,***,2012,***,2012,4.672828674316406,2012,24.1,2010,1175.2,2012,9.320121765136719,2012,56.09831707317074,2012,68,2012,79,2012,64.7,2012
892,Zambia,894,ZMB,2012,126,58.71385192871094,***,2012,***,2012,***,2012,***,2012,3.341301918029785,--,7.1,2010,1109.586181640625,--,4.040959358215332,2012,58.36331707317074,2012,78,2012,82,2012,43.2,2012
893,Zimbabwe,716,ZWE,2012,108,64.18447875976562,***,2012,***,2012,***,2012,***,2012,2.2861087322235107,--,9.7,2010,804.9846801757812,--,4.54038667678833,2012,53.64307317073171,2012,95,2012,97,2012,37.3,2012
894,Afghanistan,4,AFG,2013,135,55.351318359375,***,2013,***,2013,***,2013,***,2013,3.4859085083007812,--,2.4,2010,848.8392944335938,--,8.210267066955566,2013,60.02826829268294,2013,70,2013,60,2013,31.1,2013
895,Angola,24,AGO,2013,117,60.39255905151367,***,2013,***,2013,***,2013,***,2013,2.9558451175689697,--,8.3,2010,885.0047607421875,--,5.460870742797852,2013,51.86617073170732,2013,93,2013,91,2013,50.6,2013
896,Albania,8,ALB,2013,49,75.15880584716797,***,2013,***,2013,***,2013,***,2013,-2.3025851249694824,2009,16.1,2010,466.4,2009,8.126102447509766,2013,77.64046341463416,2013,99,2013,99,2013,92.7,2013
897,United Arab Emirates,784,ARE,2013,23,79.74430847167969,***,2013,***,2013,***,2013,***,2013,0.2158738374710083,--,34.5,2010,486.3,2010,7.5599212646484375,2013,77.19563414634146,2013,94,2013,94,2013,97.5,2013
898,Argentina,32,ARG,2013,43,76.07350158691406,***,2013,***,2013,***,2013,***,2013,0.2623642683029175,2013,23.7,2010,578.2,2013,10.064305305480957,2013,75.98609756097562,2013,94,2013,94,2013,95.8,2013
899,Armenia,51,ARM,2013,99,67.83511352539062,***,2013,***,2013,***,2013,***,2013,1.2809338569641113,2012,17.8,2010,698.7,2012,11.920858383178711,2013,74.56136585365854,2013,95,2013,97,2013,89.5,2013
900,Australia,36,AUS,2013,7,82.0610580444336,***,2013,***,2013,***,2013,***,2013,-2.3025851249694824,2011,26.0,2010,353.6,2011,7.251278400421143,2013,82.14878048780488,2013,91,2013,94,2013,100.0,2013
901,Austria,40,AUT,2013,21,79.9410171508789,***,2013,***,2013,***,2013,***,2013,-0.9162907600402832,2013,16.7,2010,399.6,2013,5.982081413269043,2013,81.13658536585366,2013,83,2013,76,2013,100.0,2013
902,Azerbaijan,31,AZE,2013,85,69.71345520019531,***,2013,***,2013,***,2013,***,2013,1.2527629137039185,2007,19.4,2010,730.1,2007,11.073336601257324,2013,70.69058536585368,2013,93,2013,98,2013,86.3,2013
903,Burundi,108,BDI,2013,107,64.11244201660156,***,2011,***,2011,***,2011,***,2011,3.787709951400757,--,2.0,2010,837.2401123046875,--,2.5364575386047363,2013,56.251609756097565,2013,96,2013,98,2013,47.8,2013
904,Belgium,56,BEL,2013,8,81.83576202392578,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2012,18.7,2010,431.0,2012,6.4014692306518555,2013,80.58780487804879,2013,99,2013,96,2013,99.5,2013
905,Benin,204,BEN,2013,142,53.750736236572266,***,2013,***,2013,***,2013,***,2013,3.3524653911590576,--,8.0,2010,930.47705078125,--,4.999768257141113,2013,59.31202439024391,2013,69,2013,63,2013,19.0,2013
906,Burkina Faso,854,BFA,2013,123,59.04194259643555,***,2013,***,2013,***,2013,***,2013,3.2314321994781494,--,5.3,2010,634.3546142578125,--,4.08266019821167,2013,58.24063414634147,2013,88,2013,82,2013,19.0,2013
907,Bangladesh,50,BGD,2013,102,66.97989654541016,***,2013,***,2013,***,2013,***,2013,4.169143199920654,--,2.9,2010,848.553466796875,--,7.758816242218018,2013,71.24524390243903,2013,95,2013,89,2013,58.7,2013
908,Bulgaria,100,BGR,2013,89,68.99690246582031,***,2013,***,2013,***,2013,***,2013,0.40546509623527527,2012,21.2,2010,713.8,2012,10.13995361328125,2013,74.8609756097561,2013,95,2013,95,2013,86.0,2013
909,Bahrain,48,BHR,2013,24,79.73094177246094,***,2013,***,2013,***,2013,***,2013,-0.2231435477733612,2013,32.5,2010,482.0,2013,8.253570556640625,2013,76.54595121951219,2013,99,2013,99,2013,99.2,2013
910,Belarus,112,BLR,2013,87,69.39208984375,***,2013,***,2013,***,2013,***,2013,1.808288812637329,2011,21.0,2010,889.1,2011,9.257867813110352,2013,72.47073170731707,2013,98,2013,99,2013,94.4,2013
911,Belize,84,BLZ,2013,64,73.27424621582031,***,2007,***,2007,***,2007,***,2007,0.18934877216815948,--,20.8,2010,673.0816040039062,--,9.592259407043457,2013,69.98204878048782,2013,95,2013,99,2013,90.6,2013
912,Bolivia,68,BOL,2013,105,65.69918060302734,***,2013,***,2013,***,2013,***,2013,2.313178777694702,--,15.3,2010,704.580810546875,--,6.443882942199707,2013,67.91343902439026,2013,94,2013,95,2013,49.3,2013
913,Brazil,76,BRA,2013,72,71.64044189453125,***,2013,***,2013,***,2013,***,2013,0.9162907600402832,2013,17.8,2010,626.5,2013,7.873420715332031,2013,74.12243902439026,2013,97,2013,97,2013,82.1,2013
914,Botswana,72,BWA,2013,94,68.72361755371094,***,2013,***,2013,***,2013,***,2013,0.18994678556919098,--,19.4,2010,543.6211547851562,--,5.857060432434082,2013,64.36080487804878,2013,95,2013,97,2013,63.3,2013
915,Central African Republic,140,CAF,2013,149,42.49295425415039,***,2011,***,2011,***,2011,***,2011,3.444537401199341,--,4.4,2010,867.2015380859375,--,5.5509033203125,2013,49.87987804878049,2013,23,2013,25,2013,21.6,2013
916,Canada,124,CAN,2013,18,80.45295715332031,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2011,25.9,2010,370.5,2011,7.104281425476074,2013,81.76504878048782,2013,96,2013,95,2013,99.8,2013
917,Switzerland,756,CHE,2013,1,84.35450744628906,***,2012,***,2012,***,2012,***,2012,-2.3025851249694824,2013,17.8,2010,340.6,2013,5.557154655456543,2013,82.79756097560977,2013,96,2013,93,2013,99.9,2013
918,Chile,152,CHL,2013,53,74.80606079101562,***,2013,***,2013,***,2013,***,2013,0.7419373393058777,2013,25.3,2010,430.6,2013,11.04157543182373,2013,81.1979268292683,2013,91,2013,90,2013,99.0,2013
919,China,156,CHN,2013,41,76.36915588378906,***,2013,***,2013,***,2013,***,2013,3.534611940383911,--,5.3,2010,662.8924560546875,--,9.07014274597168,2013,75.58514634146341,2013,99,2013,99,2013,74.2,2013
920,Ivory Coast,384,CIV,2013,137,54.71025848388672,***,2013,***,2013,***,2013,***,2013,3.3572936058044434,--,7.9,2010,779.7310180664062,--,4.916665554046631,2013,51.20846341463415,2013,80,2013,76,2013,22.0,2013
921,Cameroon,120,CMR,2013,120,59.5672492980957,***,2013,***,2013,***,2013,***,2013,3.2606611251831055,--,9.8,2010,861.0916748046875,--,4.571079254150391,2013,55.04180487804879,2013,89,2013,83,2013,45.4,2013
922,Democratic Republic of Congo,180,COD,2013,136,54.77742385864258,***,2013,***,2013,***,2013,***,2013,5.4063873291015625,--,3.7,2010,1083.7415771484375,--,4.151930332183838,2013,58.271926829268295,2013,74,2013,76,2013,27.9,2013
923,Congo,178,COG,2013,133,56.43035125732422,***,2013,***,2013,***,2013,***,2013,2.68802809715271,--,9.5,2010,911.5003051757812,--,5.530086517333984,2013,61.66639024390244,2013,85,2013,80,2013,14.8,2013
924,Colombia,170,COL,2013,62,73.39677429199219,***,2013,***,2013,***,2013,***,2013,0.832909107208252,2012,19.0,2010,496.4,2012,7.822444915771484,2013,73.80973170731708,2013,91,2013,92,2013,80.6,2013
925,Comoros,174,COM,2013,128,58.77613830566406,***,2012,***,2012,***,2012,***,2012,2.441258668899536,--,5.6,2010,921.6510009765625,--,5.661571502685547,2013,62.93217073170732,2013,83,2013,82,2013,35.0,2013
926,Costa Rica,188,CRI,2013,34,78.14715576171875,***,2013,***,2013,***,2013,***,2013,-0.2231435477733612,2013,21.9,2010,391.0,2013,8.296242713928223,2013,79.22521951219512,2013,95,2013,91,2013,94.5,2013
927,Cyprus,196,CYP,2013,39,76.98542785644531,***,2013,***,2013,***,2013,***,2013,-0.9162907600402832,2012,22.0,2010,386.4,2012,7.683988571166992,2013,79.94978048780489,2013,99,2013,86,2013,100.0,2013
928,Czech Republic,203,CZE,2013,37,77.73746490478516,***,2013,***,2013,***,2013,***,2013,-0.9162907600402832,2013,25.3,2010,524.1,2013,9.50289535522461,2013,78.17560975609756,2013,99,2013,99,2013,99.1,2013
929,Germany,276,DEU,2013,13,81.33776092529297,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2013,18.5,2010,425.9,2013,7.312232494354248,2013,80.8439024390244,2013,96,2013,97,2013,99.2,2013
930,Djibouti,262,DJI,2013,114,62.573856353759766,***,2011,***,2011,***,2011,***,2011,1.6067994832992554,--,8.3,2010,927.3478393554688,--,6.1019392013549805,2013,61.686463414634154,2013,82,2013,80,2013,47.3,2013
931,Denmark,208,DNK,2013,19,80.31392669677734,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2012,17.7,2010,440.8,2012,6.073535919189453,2013,80.3,2013,94,2013,89,2013,99.6,2013
932,Dominican Republic,214,DOM,2013,78,70.9367446899414,***,2013,***,2013,***,2013,***,2013,1.381137490272522,--,21.0,2010,535.6406860351562,--,9.006034851074219,2013,73.3199024390244,2013,83,2013,83,2013,83.3,2013
933,Algeria,12,DZA,2013,56,74.02108001708984,***,2012,***,2012,***,2012,***,2012,2.1716015338897705,--,22.6,2010,611.7557373046875,--,10.106350898742676,2013,74.5689512195122,2013,95,2013,95,2013,87.2,2013
934,Ecuador,218,ECU,2013,48,75.22216033935547,***,2013,***,2013,***,2013,***,2013,1.0647107362747192,2013,16.8,2010,453.8,2013,7.073179244995117,2013,75.64851219512197,2013,87,2013,97,2013,83.8,2013
935,Egypt,818,EGY,2013,95,68.55752563476562,***,2013,***,2013,***,2013,***,2013,-1.2039728164672852,2013,26.2,2010,791.1,2013,15.643928527832031,2013,70.92578048780489,2013,97,2013,96,2013,94.7,2013
936,Spain,724,ESP,2013,22,79.75953674316406,***,2013,***,2013,***,2013,***,2013,-1.2039728164672852,2013,22.1,2010,341.6,2013,9.321172714233398,2013,83.07804878048782,2013,96,2013,95,2013,99.9,2013
937,Estonia,233,EST,2013,63,73.35499572753906,***,2013,***,2013,***,2013,***,2013,0.5877866744995117,2012,21.2,2010,579.6,2012,9.187992095947266,2013,77.14146341463415,2013,94,2013,94,2013,97.2,2013
938,Ethiopia,231,ETH,2013,134,56.050662994384766,***,2013,***,2013,***,2013,***,2013,4.672703266143799,--,3.3,2010,1103.157470703125,--,3.7324814796447754,2013,63.44219512195122,2013,72,2013,62,2013,25.5,2013
939,Finland,246,FIN,2013,26,79.45015716552734,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2013,19.0,2010,406.3,2013,7.69642972946167,2013,80.97560975609757,2013,98,2013,97,2013,97.6,2013
940,France,250,FRA,2013,11,81.55858612060547,***,2013,***,2013,***,2013,***,2013,-0.9162907600402832,2011,22.0,2010,370.7,2011,7.997870445251465,2013,82.21951219512196,2013,99,2013,89,2013,98.7,2013
941,Gabon,266,GAB,2013,126,58.924896240234375,***,2013,***,2013,***,2013,***,2013,0.5719349980354309,--,15.7,2010,640.5640869140625,--,7.970820903778076,2013,63.843585365853656,2013,79,2013,70,2013,41.6,2013
942,United Kingdom,826,GBR,2013,20,80.27369689941406,***,2013,***,2013,***,2013,***,2013,-1.2039728164672852,2013,25.5,2010,407.4,2013,7.5951247215271,2013,81.0048780487805,2013,95,2013,93,2013,99.2,2013
943,Georgia,268,GEO,2013,82,70.08341217041016,***,2013,***,2013,***,2013,***,2013,0.8754687309265137,2013,18.6,2010,643.3,2013,14.391464233398438,2013,74.51390243902439,2013,96,2013,97,2013,87.5,2013
944,Ghana,288,GHA,2013,119,60.12784194946289,***,2013,***,2013,***,2013,***,2013,2.8603007793426514,--,10.1,2010,783.0848388671875,--,4.69176721572876,2013,61.14207317073171,2013,90,2013,89,2013,14.7,2013
945,Guinea,324,GIN,2013,147,49.27677917480469,***,2013,***,2013,***,2013,***,2013,3.742950439453125,--,5.8,2010,1050.6524658203125,--,4.574309349060059,2013,58.21648780487805,2013,63,2013,62,2013,19.4,2013
946,Greece,300,GRC,2013,46,75.4810791015625,***,2013,***,2013,***,2013,***,2013,-0.6931471824645996,2012,21.3,2010,420.4,2012,9.016366958618164,2013,81.28536585365853,2013,99,2013,99,2013,99.0,2013
947,Guatemala,320,GTM,2013,96,68.41963958740234,***,2013,***,2013,***,2013,***,2013,1.0296194553375244,2013,17.1,2010,664.8,2013,7.361644744873047,2013,71.48639024390245,2013,85,2013,85,2013,63.6,2013
948,Guyana,328,GUY,2013,88,69.22123718261719,***,2007,***,2007,***,2007,***,2007,2.8033604621887207,2011,20.5,2010,1054.7,2011,8.633333206176758,2013,66.31002439024391,2013,98,2013,99,2013,83.6,2013
949,Hong Kong,344,HKG,2013,9,81.77735900878906,***,2012,***,2012,***,2012,***,2012,0.2623642683029175,2013,8.055869102478027,--,303.4,2013,9.38862419128418,2013,83.83170731707318,2013,99,--,99,--,100.0,--
950,Honduras,340,HND,2013,79,70.92526245117188,***,2013,***,2013,***,2013,***,2013,2.2888848781585693,--,16.5,2010,630.745361328125,--,6.960845470428467,2013,72.94285365853659,2013,87,2013,89,2013,81.3,2013
951,Croatia,191,HRV,2013,58,73.8480224609375,***,2013,***,2013,***,2013,***,2013,-0.5108256340026855,2013,21.4,2010,548.1,2013,9.727045059204102,2013,77.1268292682927,2013,96,2013,94,2013,97.1,2013
952,Hungary,348,HUN,2013,52,74.81986236572266,***,2013,***,2013,***,2013,***,2013,-0.5108256340026855,2013,22.5,2010,640.3,2013,9.848093032836914,2013,75.5658536585366,2013,99,2013,99,2013,98.0,2013
953,Indonesia,360,IDN,2013,77,70.94931030273438,***,2013,***,2013,***,2013,***,2013,3.4611945152282715,--,4.3,2010,723.404541015625,--,6.801889896392822,2013,68.70460975609757,2013,85,2013,84,2013,59.7,2013
954,India,356,IND,2013,115,61.62162399291992,***,2013,***,2013,***,2013,***,2013,4.338393688201904,--,4.0,2010,885.0339965820312,--,7.624765396118164,2013,67.66041463414633,2013,83,2013,83,2013,38.5,2013
955,Ireland,372,IRL,2013,30,78.99717712402344,***,2013,***,2013,***,2013,***,2013,-0.9162907600402832,2012,23.1,2010,416.2,2012,7.14975643157959,2013,81.0,2013,96,2013,92,2013,90.4,2013
956,Iran,364,IRN,2013,84,69.85140991210938,***,2013,***,2013,***,2013,***,2013,2.3337135314941406,--,23.9,2010,838.9395751953125,--,9.835559844970703,2013,75.12597560975611,2013,98,2013,98,2013,89.9,2013
957,Iraq,368,IRQ,2013,122,59.24623107910156,***,2013,***,2013,***,2013,***,2013,3.092172622680664,--,21.0,2010,776.891845703125,--,12.773252487182617,2013,69.18348780487804,2013,68,2013,63,2013,85.6,2013
958,Iceland,352,ISL,2013,15,81.1214599609375,***,2013,***,2013,***,2013,***,2013,-1.2407907247543335,--,21.3,2010,354.67431640625,--,7.06254768371582,2013,82.06097560975611,2013,91,2013,91,2013,98.8,2013
959,Israel,376,ISR,2013,29,79.04800415039062,***,2013,***,2013,***,2013,***,2013,-2.3025851249694824,2013,23.5,2010,358.1,2013,7.14708948135376,2013,82.05609756097562,2013,94,2013,96,2013,100.0,2013
960,Italy,380,ITA,2013,28,79.15035247802734,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2012,19.6,2010,364.8,2012,8.383427619934082,2013,82.69024390243902,2013,96,2013,90,2013,99.5,2013
961,Jamaica,388,JAM,2013,61,73.5421142578125,***,2013,***,2013,***,2013,***,2013,-1.2039728164672852,2011,24.5,2010,560.3,2011,11.397689819335938,2013,75.48824390243904,2013,93,2013,94,2013,81.8,2013
962,Jordan,400,JOR,2013,45,75.58489227294922,***,2013,***,2013,***,2013,***,2013,1.603662133216858,--,28.1,2010,651.4129028320312,--,12.75417709350586,2013,73.9,2013,98,2013,97,2013,98.6,2013
963,Japan,392,JPN,2013,4,83.62261962890625,***,2013,***,2013,***,2013,***,2013,-0.5108256340026855,2013,2.9,2010,315.3,2013,10.102310180664062,2013,83.3319512195122,2013,98,2013,95,2013,100.0,2013
964,Kazakhstan,398,KAZ,2013,83,70.07682037353516,***,2013,***,2013,***,2013,***,2013,2.0014801025390625,2012,21.2,2010,943.0,2012,11.138063430786133,2013,70.45,2013,98,2013,99,2013,97.5,2013
965,Kenya,404,KEN,2013,131,58.265995025634766,***,2013,***,2013,***,2013,***,2013,3.832329750061035,--,5.6,2010,1079.6024169921875,--,3.881317615509033,2013,60.953780487804885,2013,76,2013,73,2013,29.9,2013
966,Kyrgyzstan,417,KGZ,2013,73,71.50448608398438,***,2013,***,2013,***,2013,***,2013,2.5336968898773193,2013,13.0,2010,856.4,2013,8.18921184539795,2013,70.20243902439024,2013,97,2013,99,2013,93.1,2013
967,Cambodia,116,KHM,2013,110,63.871246337890625,***,2013,***,2013,***,2013,***,2013,2.6922993659973145,--,2.3,2010,797.3990478515625,--,5.693195343017578,2013,67.77204878048782,2013,92,2013,90,2013,39.0,2013
968,South Korea,410,KOR,2013,14,81.1831283569336,***,2013,***,2013,***,2013,***,2013,1.2237753868103027,2013,4.2,2010,374.9,2013,9.24498462677002,2013,81.70512195121951,2013,99,2013,99,2013,100.0,2013
969,Kuwait,414,KWT,2013,32,78.5051040649414,***,2013,***,2013,***,2013,***,2013,-0.9162907600402832,2013,36.8,2010,380.2,2013,14.339755058288574,2013,74.46968292682926,2013,99,2013,99,2013,100.0,2013
970,Laos,418,LAO,2013,100,67.24595642089844,***,2012,***,2012,***,2012,***,2012,2.321815252304077,--,2.5,2010,857.7302856445312,--,5.511780738830566,2013,65.68724390243904,2013,87,2013,82,2013,67.6,2013
971,Lebanon,422,LBN,2013,98,68.24273681640625,***,2013,***,2013,***,2013,***,2013,0.555580198764801,--,28.4,2010,482.2596130371094,--,12.185440063476562,2013,79.13370731707319,2013,81,2013,79,2013,80.7,2013
972,Liberia,430,LBR,2013,144,53.495452880859375,***,2013,***,2013,***,2013,***,2013,3.423896074295044,--,5.4,2010,889.6455688476562,--,5.456610679626465,2013,60.52039024390245,2013,76,2013,74,2013,16.4,2013
973,Libya,434,LBY,2013,59,73.7557601928711,***,2012,***,2012,***,2012,***,2015,1.2727760076522827,--,30.0,2010,375.77197265625,--,13.100120544433594,2013,71.65768292682928,2013,96,2013,96,2013,96.6,2013
974,Sri Lanka,144,LKA,2013,38,77.25759887695312,***,2013,***,2013,***,2013,***,2013,2.118410348892212,--,4.8,2010,658.5,2006,7.567954063415527,2013,74.65382926829268,2013,99,2013,99,2013,94.8,2013
975,Lesotho,426,LSO,2013,118,60.35789108276367,***,2011,***,2011,***,2011,***,2011,1.8796577453613281,--,12.8,2010,698.7149047851562,--,5.917675018310547,2013,49.33146341463416,2013,96,2013,92,2013,29.8,2013
976,Lithuania,440,LTU,2013,76,70.95780944824219,***,2013,***,2013,***,2013,***,2013,1.6094379425048828,2013,23.8,2010,694.0,2013,9.480920791625977,2013,73.91463414634146,2013,93,2013,93,2013,91.6,2013
977,Luxembourg,442,LUX,2013,3,83.80107116699219,***,2013,***,2013,***,2013,***,2013,-2.009472131729126,--,20.8,2010,116.2523422241211,--,6.730584144592285,2013,81.8,2013,99,2013,99,2013,97.6,2013
978,Latvia,428,LVA,2013,75,71.15162658691406,***,2013,***,2013,***,2013,***,2013,0.7419373393058777,2012,22.2,2010,706.0,2012,9.2547607421875,2013,73.98292682926831,2013,94,2013,96,2013,86.9,2013
979,Morocco,504,MAR,2013,80,70.44065856933594,***,2013,***,2013,***,2013,***,2013,2.6081936359405518,--,20.2,2010,678.8966064453125,--,11.950226783752441,2013,73.70904878048782,2013,99,2013,99,2013,76.5,2013
980,Moldova,498,MDA,2013,101,66.98863220214844,***,2013,***,2013,***,2013,***,2013,2.0281481742858887,2013,13.6,2010,833.3,2013,9.011873245239258,2013,71.17204878048781,2013,90,2013,91,2013,76.1,2013
981,Madagascar,450,MDG,2013,141,54.11045455932617,***,2013,***,2013,***,2013,***,2013,4.064990997314453,--,4.5,2010,978.7467041015625,--,3.7884521484375,2013,64.6739024390244,2013,74,2013,63,2013,11.7,2013
982,Mexico,484,MEX,2013,65,73.1672592163086,***,2013,***,2013,***,2013,***,2013,0.832909107208252,2013,25.9,2010,556.4,2013,10.135457992553711,2013,76.53265853658537,2013,83,2013,89,2013,84.4,2013
983,Macedonia,807,MKD,2013,70,71.94308471679688,***,2013,***,2013,***,2013,***,2013,0.18232156336307526,2010,18.2,2010,715.3,2010,12.0,2015,75.18704878048781,2013,98,2013,96,2013,90.9,2013
984,Mali,466,MLI,2013,132,57.896881103515625,***,2013,***,2013,***,2013,***,2013,3.3594753742218018,--,5.7,2010,705.2713012695312,--,4.879875183105469,2013,57.535195121951226,2013,71,2013,80,2013,23.8,2013
985,Malta,470,MLT,2013,16,80.86318969726562,***,2013,***,2013,***,2013,***,2013,-0.9680723547935486,--,24.7,2010,254.5763702392578,--,9.991414070129395,2013,81.74634146341464,2013,99,2013,99,2013,100.0,2013
986,Montenegro,499,MNE,2013,67,72.83821868896484,***,2013,***,2013,***,2013,***,2013,-2.3025851249694824,2009,18.7,2010,652.4,2009,8.56490707397461,2013,75.97019512195122,2013,94,2013,88,2013,95.1,2013
987,Mongolia,496,MNG,2013,91,68.83534240722656,***,2013,***,2013,***,2013,***,2013,1.1910288333892822,--,14.4,2010,617.91259765625,--,9.104644775390625,2013,69.06180487804879,2013,98,2013,97,2013,58.5,2013
988,Mozambique,508,MOZ,2013,140,54.43473434448242,***,2011,***,2011,***,2011,***,2011,4.509055137634277,--,4.4,2010,1233.7760009765625,--,4.499966621398926,2013,54.641512195121955,2013,78,2013,85,2013,20.3,2013
989,Mauritania,478,MRT,2013,116,61.580509185791016,***,2013,***,2013,***,2013,***,2013,2.1130177974700928,--,8.2,2010,777.4343872070312,--,6.576135158538818,2013,62.802707317073164,2013,80,2013,80,2013,39.5,2013
990,Mauritius,480,MUS,2013,47,75.47262573242188,***,2011,***,2011,***,2011,***,2011,0.2623642683029175,2013,15.0,2010,682.6,2013,13.920429229736328,2013,74.01707317073172,2013,98,2013,99,2013,93.2,2013
991,Malawi,454,MWI,2013,113,63.012306213378906,***,2013,***,2013,***,2013,***,2013,3.6536455154418945,--,4.2,2010,878.1685180664062,--,4.233284950256348,2013,61.46600000000001,2013,89,2013,88,2013,40.1,2013
992,Malaysia,458,MYS,2013,36,77.8194351196289,***,2013,***,2013,***,2013,***,2013,1.3327419757843018,--,10.5,2010,600.9100341796875,--,9.637580871582031,2013,74.56751219512196,2013,97,2013,95,2013,96.0,2013
993,Namibia,516,NAM,2013,103,65.969482421875,***,2007,***,2007,***,2007,***,2007,1.0934867858886719,--,16.8,2010,746.0214233398438,--,5.280982971191406,2013,64.34387804878048,2013,89,2013,82,2013,33.6,2013
994,Niger,562,NER,2013,138,54.5145149230957,***,2013,***,2013,***,2013,***,2013,3.9855830669403076,--,3.7,2010,742.4072265625,--,4.046730995178223,2013,60.828146341463416,2013,67,2013,76,2013,10.5,2013
995,Nigeria,566,NGA,2013,146,52.39429473876953,***,2013,***,2013,***,2013,***,2013,4.263279914855957,--,8.9,2010,1034.018798828125,--,4.251306533813477,2013,52.44214634146342,2013,63,2013,53,2013,29.6,2013
996,Nicaragua,558,NIC,2013,66,72.9874038696289,***,2013,***,2013,***,2013,***,2013,2.0003669261932373,--,15.7,2010,672.4088134765625,--,7.8854570388793945,2013,74.51475609756098,2013,98,2013,99,2013,67.8,2013
997,Netherlands,528,NLD,2013,6,82.28740692138672,***,2013,***,2013,***,2013,***,2013,-2.3025851249694824,2013,18.0,2010,393.5,2013,6.082300186157227,2013,81.3048780487805,2013,97,2013,96,2013,97.8,2013
998,Norway,578,NOR,2013,17,80.8221435546875,***,2012,***,2012,***,2012,***,2012,-1.6094379425048828,2013,21.6,2010,381.2,2013,6.633437156677246,2013,81.75121951219514,2013,94,2013,93,2013,98.1,2013
999,Nepal,524,NPL,2013,109,63.979698181152344,***,2013,***,2013,***,2013,***,2013,3.6403963565826416,--,2.7,2010,983.3009033203125,--,9.001959800720215,2013,69.22200000000001,2013,92,2013,88,2013,42.6,2013
1000,New Zealand,554,NZL,2013,10,81.56078338623047,***,2013,***,2013,***,2013,***,2013,-1.6094379425048828,2011,26.5,2010,399.9,2011,8.475545883178711,2013,81.40731707317073,2013,92,2013,92,2013,99.75,--
1001,Oman,512,OMN,2013,27,79.33307647705078,***,2011,***,2011,***,--,***,2011,-0.2231435477733612,2010,28.4,2010,453.5,2010,7.611454963684082,2013,76.84104878048781,2013,98,2013,99,2013,96.7,2013
1002,Pakistan,586,PAK,2013,125,58.95918655395508,***,2013,***,2013,***,2013,***,2013,3.8309097290039062,--,4.7,2010,890.4434814453125,--,9.602298736572266,2013,65.96368292682928,2013,73,2013,63,2013,60.0,2013
1003,Panama,591,PAN,2013,57,73.88880157470703,***,2013,***,2013,***,2013,***,2013,1.722766637802124,2013,23.7,2010,471.5,2013,8.714043617248535,2013,77.41921951219514,2013,80,2013,92,2013,73.9,2013
1004,Peru,604,PER,2013,93,68.75712585449219,***,2013,***,2013,***,2013,***,2013,1.8942843675613403,--,18.5,2010,544.3220825195312,--,6.7505292892456055,2013,74.2838536585366,2013,88,2013,85,2013,74.6,2013
1005,Philippines,608,PHL,2013,90,68.98778533935547,***,2013,***,2013,***,2013,***,2013,3.8220982551574707,2008,4.1,2010,954.2,2008,5.700966835021973,2013,68.13156097560974,2013,94,2013,90,2013,72.5,2013
1006,Poland,616,POL,2013,55,74.04174041748047,***,2013,***,2013,***,2013,***,2013,-0.10536051541566849,2013,23.1,2010,563.0,2013,9.280229568481445,2013,77.0,2013,99,2013,98,2013,96.5,2013
