,country,isonum,isocode,year,rank_soci,soci,strange,strange_year,polic,polic_year,respect,respect_year,friends,friends_year,voice,voice_year,vtf,vtf_year,finhelp,finhelp_year,volunt,volunt_year,help,help_year,donate,donate_year
896,Albania,8,ALB,2013,114,44.71112060546875,***,2013,***,2013,***,2013,***,2013,***,2013,50.644500732421875,2013,***,2013,***,2013,***,2013,***,2013
897,United Arab Emirates,784,ARE,2013,34,55.272727966308594,***,2011,***,--,***,2013,***,2013,***,2010,0.0,2013,***,2013,***,2011,***,2013,***,2011
898,Argentina,32,ARG,2013,62,51.20241165161133,***,2013,***,2013,***,2013,***,2013,***,2013,69.45299530029297,2013,***,2013,***,2013,***,2013,***,2013
899,Armenia,51,ARM,2013,140,41.188751220703125,***,2013,***,2013,***,2013,***,2013,***,2013,47.15250015258789,2013,***,2013,***,2013,***,2013,***,2013
900,Australia,36,AUS,2013,5,65.555908203125,***,2013,***,2013,***,2013,***,2013,***,2013,93.2300033569336,2013,***,2013,***,2013,***,2013,***,2013
901,Austria,40,AUT,2013,11,63.904998779296875,***,2013,***,2013,***,2013,***,2013,***,2013,74.91000366210938,2013,***,2013,***,2013,***,2013,***,2013
902,Azerbaijan,31,AZE,2013,138,41.839271545410156,***,2013,***,2013,***,2013,***,2013,***,2013,7.464000225067139,2013,***,2013,***,2013,***,2013,***,2013
903,Burundi,108,BDI,2013,145,38.152000427246094,***,2011,***,2011,***,2011,***,2011,***,2008,53.34400177001953,2013,***,2014,***,2011,***,2011,***,2011
904,Belgium,56,BEL,2013,27,57.104461669921875,***,2013,***,2013,***,2013,***,2013,***,2013,80.2979965209961,2013,***,2013,***,2013,***,2013,***,2013
905,Benin,204,BEN,2013,133,42.813026428222656,***,2013,***,2013,***,2013,***,2013,***,2013,49.88650131225586,2013,***,2013,***,2013,***,2013,***,2013
906,Burkina Faso,854,BFA,2013,101,46.089996337890625,***,2013,***,2013,***,2013,***,2013,***,2013,37.97999954223633,2013,***,2013,***,2013,***,2013,***,2013
907,Bangladesh,50,BGD,2013,103,45.71281814575195,***,2013,***,2013,***,2013,***,2013,***,2013,59.68199920654297,2013,***,2013,***,2013,***,2013,***,2013
908,Bulgaria,100,BGR,2013,128,43.402984619140625,***,2013,***,2013,***,2013,***,2013,***,2013,49.865501403808594,2013,***,2013,***,2013,***,2013,***,2013
909,Bahrain,48,BHR,2013,46,53.590911865234375,***,2011,***,--,***,2013,***,2013,***,2010,0.0,2013,***,2013,***,2011,***,2013,***,2011
910,Belarus,112,BLR,2013,111,44.915000915527344,***,2013,***,2013,***,2013,***,2013,***,2013,11.130000114440918,2013,***,2013,***,2013,***,2013,***,2013
911,Belize,84,BLZ,2013,72,49.766456604003906,***,2007,***,2007,***,2007,***,2014,***,2007,65.86199951171875,2013,***,2014,***,2007,***,2007,***,2007
912,Bolivia,68,BOL,2013,69,50.01670837402344,***,2013,***,2013,***,2013,***,2013,***,2013,80.36750793457031,2013,***,2013,***,2013,***,2013,***,2013
913,Brazil,76,BRA,2013,67,50.076908111572266,***,2013,***,2013,***,2013,***,2013,***,2013,73.6919937133789,2013,***,2013,***,2013,***,2013,***,2013
914,Botswana,72,BWA,2013,55,51.910865783691406,***,2013,***,2013,***,2013,***,2013,***,2013,69.03899383544922,2013,***,2013,***,2013,***,2013,***,2013
915,Central African Republic,140,CAF,2013,141,40.70817947387695,***,2011,***,2011,***,2011,***,2011,***,2010,30.579999923706055,2013,***,--,***,2011,***,2011,***,2011
916,Canada,124,CAN,2013,3,67.05046081542969,***,2013,***,2013,***,2013,***,2013,***,2013,61.11000061035156,2013,***,2013,***,2013,***,2013,***,2013
917,Switzerland,756,CHE,2013,12,63.231815338134766,***,2012,***,2012,***,2012,***,2012,***,2012,49.099998474121094,2013,***,2012,***,2012,***,2012,***,2012
918,Chile,152,CHL,2013,49,52.82954406738281,***,2013,***,2013,***,2013,***,2013,***,2013,49.25,2013,***,2013,***,2013,***,2013,***,2013
919,China,156,CHN,2013,123,43.909088134765625,***,2013,***,--,***,2013,***,2013,***,2013,0.0,2013,***,2013,***,2013,***,2013,***,2013
920,Ivory Coast,384,CIV,2013,107,45.39054489135742,***,2013,***,2013,***,2013,***,2013,***,2013,25.59200096130371,2013,***,2013,***,2013,***,2013,***,2013
921,Cameroon,120,CMR,2013,66,50.501678466796875,***,2013,***,2013,***,2013,***,2013,***,2013,23.03700065612793,2013,***,2013,***,2013,***,2013,***,2013
922,Democratic Republic of Congo,180,COD,2013,129,43.285797119140625,***,2013,***,2013,***,2013,***,2013,***,2013,44.287498474121094,2013,***,2013,***,2013,***,2013,***,2013
923,Congo,178,COG,2013,139,41.772727966308594,***,2013,***,2013,***,2013,***,2013,***,2013,0.0,2013,***,2013,***,2013,***,2013,***,2013
924,Colombia,170,COL,2013,45,53.59943389892578,***,2013,***,2013,***,2013,***,2013,***,2013,37.1875,2013,***,2013,***,2013,***,2013,***,2013
925,Comoros,174,COM,2013,113,44.81818771362305,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2013,***,2012,***,2012,***,2012,***,2012
926,Costa Rica,188,CRI,2013,26,57.14136505126953,***,2013,***,2013,***,2013,***,2013,***,2013,69.11000061035156,2013,***,2013,***,2013,***,2013,***,2013
927,Cyprus,196,CYP,2013,30,56.07727813720703,***,2013,***,2013,***,2013,***,2013,***,2013,78.69999694824219,2013,***,2013,***,2013,***,2013,***,2013
928,Czech Republic,203,CZE,2013,91,47.56845474243164,***,2013,***,2013,***,2013,***,2013,***,2013,56.50600051879883,2013,***,2013,***,2013,***,2013,***,2013
929,Germany,276,DEU,2013,16,61.11591339111328,***,2013,***,2013,***,2013,***,2013,***,2013,71.55000305175781,2013,***,2013,***,2013,***,2013,***,2013
930,Djibouti,262,DJI,2013,119,44.10963821411133,***,2011,***,2011,***,2011,***,2011,***,2008,48.41200256347656,2013,***,--,***,2011,***,2011,***,2011
931,Denmark,208,DNK,2013,7,65.30636596679688,***,2013,***,2013,***,2013,***,2013,***,2013,87.73999786376953,2013,***,2013,***,2013,***,2013,***,2013
932,Dominican Republic,214,DOM,2013,43,53.85395431518555,***,2013,***,2013,***,2013,***,2013,***,2013,50.7869987487793,2013,***,2013,***,2013,***,2013,***,2013
933,Algeria,12,DZA,2013,116,44.44927215576172,***,2012,***,2012,***,2012,***,2012,***,2012,25.884000778198242,2013,***,2012,***,2012,***,2012,***,2012
934,Ecuador,218,ECU,2013,108,45.34682083129883,***,2013,***,2013,***,2013,***,2013,***,2013,60.62999725341797,2013,***,2013,***,2013,***,2013,***,2013
935,Egypt,818,EGY,2013,144,38.34600067138672,***,2013,***,2013,***,2013,***,2013,***,2013,18.612001419067383,2013,***,2013,***,2013,***,2013,***,2013
936,Spain,724,ESP,2013,31,55.9063720703125,***,2013,***,2013,***,2013,***,2013,***,2013,68.94000244140625,2013,***,2013,***,2013,***,2013,***,2013
937,Estonia,233,EST,2013,70,49.92515563964844,***,2013,***,2013,***,2013,***,2013,***,2013,60.35349655151367,2013,***,2013,***,2013,***,2013,***,2013
938,Ethiopia,231,ETH,2013,134,42.71382141113281,***,2013,***,2013,***,2013,***,2013,***,2013,32.70399856567383,2013,***,2013,***,2013,***,2013,***,2013
939,Finland,246,FIN,2013,15,62.15318298339844,***,2013,***,2013,***,2013,***,2013,***,2013,67.37000274658203,2013,***,2013,***,2013,***,2013,***,2013
940,France,250,FRA,2013,52,52.11954879760742,***,2013,***,2013,***,2013,***,2013,***,2013,52.630001068115234,2013,***,2013,***,2013,***,2013,***,2013
941,Gabon,266,GAB,2013,102,45.87645721435547,***,2013,***,2013,***,2013,***,2013,***,2013,22.281997680664062,2013,***,2013,***,2013,***,2013,***,2013
942,United Kingdom,826,GBR,2013,13,62.762271881103516,***,2013,***,2013,***,2013,***,2013,***,2013,65.7699966430664,2013,***,2013,***,2013,***,2013,***,2013
943,Georgia,268,GEO,2013,122,43.945274353027344,***,2013,***,2013,***,2013,***,2013,***,2013,50.79600143432617,2013,***,2013,***,2013,***,2013,***,2013
944,Ghana,288,GHA,2013,60,51.273136138916016,***,2013,***,2013,***,2013,***,2013,***,2013,72.00900268554688,2013,***,2013,***,2013,***,2013,***,2013
945,Guinea,324,GIN,2013,80,48.65777587890625,***,2013,***,2013,***,2013,***,2013,***,2013,44.47099685668945,2013,***,2013,***,2013,***,2013,***,2013
946,Greece,300,GRC,2013,118,44.203182220458984,***,2013,***,2013,***,2013,***,2013,***,2013,62.470001220703125,2013,***,2013,***,2013,***,2013,***,2013
947,Guatemala,320,GTM,2013,33,55.29281997680664,***,2013,***,2013,***,2013,***,2013,***,2013,62.44199752807617,2013,***,2013,***,2013,***,2013,***,2013
948,Guyana,328,GUY,2013,38,54.696006774902344,***,2007,***,2007,***,2007,***,--,***,2007,58.3120002746582,2013,***,--,***,2007,***,2007,***,2007
949,Hong Kong,344,HKG,2013,48,52.95454406738281,***,2012,***,2012,***,2012,***,2012,***,2012,0.0,2013,***,2012,***,2012,***,2012,***,2012
950,Honduras,340,HND,2013,85,48.181182861328125,***,2013,***,2013,***,2013,***,2013,***,2013,51.986000061035156,2013,***,2013,***,2013,***,2013,***,2013
951,Croatia,191,HRV,2013,135,42.157344818115234,***,2013,***,2013,***,2013,***,2013,***,2013,51.46149826049805,2013,***,2013,***,2013,***,2013,***,2013
952,Hungary,348,HUN,2013,53,52.10818099975586,***,2013,***,2013,***,2013,***,2013,***,2013,64.37999725341797,2013,***,2013,***,2013,***,2013,***,2013
953,Indonesia,360,IDN,2013,22,59.085960388183594,***,2013,***,2013,***,2013,***,2013,***,2013,63.890995025634766,2013,***,2013,***,2013,***,2013,***,2013
954,India,356,IND,2013,100,46.193702697753906,***,2013,***,2013,***,2013,***,2013,***,2013,55.261497497558594,2013,***,2013,***,2013,***,2013,***,2013
955,Ireland,372,IRL,2013,6,65.3204574584961,***,2013,***,2013,***,2013,***,2013,***,2013,70.05000305175781,2013,***,2013,***,2013,***,2013,***,2013
956,Iran,364,IRN,2013,54,52.074092864990234,***,2013,***,2008,***,2013,***,2013,***,2013,9.630000114440918,2013,***,2014,***,2013,***,2013,***,2013
957,Iraq,368,IRQ,2013,68,50.025455474853516,***,2013,***,2013,***,2013,***,2013,***,2013,40.560001373291016,2013,***,2013,***,2013,***,2013,***,2013
958,Iceland,352,ISL,2013,4,66.0199966430664,***,2013,***,2013,***,2013,***,2013,***,2013,81.44000244140625,2013,***,2013,***,2013,***,2013,***,2013
959,Israel,376,ISR,2013,51,52.4643669128418,***,2013,***,2013,***,2013,***,2013,***,2013,54.215999603271484,2013,***,2013,***,2013,***,2013,***,2013
960,Italy,380,ITA,2013,50,52.55409622192383,***,2013,***,2013,***,2013,***,2013,***,2013,75.19000244140625,2013,***,2013,***,2013,***,2013,***,2013
961,Jamaica,388,JAM,2013,40,54.250526428222656,***,2013,***,2013,***,2013,***,2013,***,2013,50.511497497558594,2013,***,2013,***,2013,***,2013,***,2013
962,Jordan,400,JOR,2013,89,47.80795669555664,***,2013,***,2007,***,2013,***,2013,***,2013,19.774999618530273,2013,***,2013,***,2013,***,2013,***,2013
963,Japan,392,JPN,2013,78,49.060001373291016,***,2013,***,2013,***,2013,***,2013,***,2013,59.31999969482422,2013,***,2013,***,2013,***,2013,***,2013
964,Kazakhstan,398,KAZ,2013,132,42.822181701660156,***,2013,***,2013,***,2013,***,2013,***,2013,15.088000297546387,2013,***,2013,***,2013,***,2013,***,2013
965,Kenya,404,KEN,2013,17,60.75520324707031,***,2013,***,2013,***,2013,***,2013,***,2013,81.614501953125,2013,***,2013,***,2013,***,2013,***,2013
966,Kyrgyzstan,417,KGZ,2013,112,44.82279586791992,***,2013,***,2013,***,2013,***,2013,***,2013,48.10150146484375,2013,***,2013,***,2013,***,2013,***,2013
967,Cambodia,116,KHM,2013,110,44.95882034301758,***,2013,***,2013,***,2013,***,2013,***,2013,41.09400177001953,2013,***,2013,***,2013,***,2013,***,2013
968,South Korea,410,KOR,2013,90,47.58336639404297,***,2013,***,2013,***,2013,***,2013,***,2013,48.8339958190918,2013,***,2013,***,2013,***,2013,***,2013
969,Kuwait,414,KWT,2013,37,54.990230560302734,***,2010,***,--,***,2013,***,2013,***,2010,7.785000324249268,2013,***,2014,***,2010,***,2013,***,2010
970,Laos,418,LAO,2013,56,51.497886657714844,***,2012,***,2011,***,2012,***,2012,***,2012,14.953500747680664,2013,***,2012,***,2012,***,2012,***,2012
971,Lebanon,422,LBN,2013,109,45.14472961425781,***,2013,***,2013,***,2013,***,2013,***,2013,43.18400192260742,2013,***,2013,***,2013,***,2013,***,2013
972,Liberia,430,LBR,2013,81,48.51417922973633,***,2013,***,2013,***,2013,***,2013,***,2013,57.3120002746582,2013,***,2013,***,2013,***,2013,***,2013
973,Libya,434,LBY,2013,36,54.99045944213867,***,2012,***,--,***,2012,***,2015,***,2012,30.790000915527344,2013,***,2012,***,2012,***,2012,***,2012
974,Sri Lanka,144,LKA,2013,24,58.1735954284668,***,2013,***,2013,***,2013,***,2013,***,2013,39.81899642944336,2013,***,2013,***,2013,***,2013,***,2013
975,Lesotho,426,LSO,2013,82,48.228912353515625,***,2011,***,2011,***,2011,***,2011,***,--,45.0359992980957,2013,***,--,***,2011,***,2011,***,2011
976,Lithuania,440,LTU,2013,142,40.36045837402344,***,2013,***,2013,***,2013,***,2013,***,2013,52.93000030517578,2013,***,2013,***,2013,***,2013,***,2013
977,Luxembourg,442,LUX,2013,47,53.052276611328125,***,2013,***,2013,***,2013,***,2013,***,2013,91.1500015258789,2013,***,2013,***,2013,***,2013,***,2013
978,Latvia,428,LVA,2013,77,49.115501403808594,***,2013,***,2013,***,2013,***,2013,***,2013,53.54100036621094,2013,***,2013,***,2013,***,2013,***,2013
979,Morocco,504,MAR,2013,143,38.93727493286133,***,2013,***,2013,***,2013,***,2013,***,2013,13.620000839233398,2013,***,2013,***,2013,***,2013,***,2013
980,Moldova,498,MDA,2013,127,43.418251037597656,***,2013,***,2013,***,2013,***,2013,***,2013,60.201499938964844,2013,***,2013,***,2013,***,2013,***,2013
981,Madagascar,450,MDG,2013,96,46.634910583496094,***,2013,***,2013,***,2013,***,2013,***,2013,32.96799850463867,2013,***,2013,***,2013,***,2013,***,2013
982,Mexico,484,MEX,2013,98,46.463863372802734,***,2013,***,2013,***,2013,***,2013,***,2013,56.20499801635742,2013,***,2013,***,2013,***,2013,***,2013
983,Macedonia,807,MKD,2013,83,48.19572830200195,***,2013,***,2013,***,2013,***,2013,***,2013,60.305999755859375,2013,***,2013,***,2013,***,2013,***,2013
984,Mali,466,MLI,2013,105,45.496822357177734,***,2013,***,2013,***,2013,***,2013,***,2013,27.93000030517578,2013,***,2013,***,2013,***,2013,***,2013
985,Malta,470,MLT,2013,10,63.90682601928711,***,2013,***,2013,***,2013,***,2013,***,2013,92.94999694824219,2013,***,2013,***,2013,***,2013,***,2013
986,Montenegro,499,MNE,2013,126,43.546913146972656,***,2013,***,2013,***,2013,***,2013,***,2013,67.03199768066406,2013,***,2013,***,2013,***,2013,***,2013
987,Mongolia,496,MNG,2013,32,55.420005798339844,***,2013,***,2013,***,2013,***,2013,***,2013,65.23999786376953,2013,***,2013,***,2013,***,2013,***,2013
988,Mozambique,508,MOZ,2013,104,45.56045913696289,***,2011,***,2011,***,2011,***,2011,***,2008,33.32999801635742,2013,***,2015,***,2011,***,2011,***,2011
989,Mauritania,478,MRT,2013,124,43.84363555908203,***,2013,***,2013,***,2013,***,2013,***,2013,29.560001373291016,2013,***,2013,***,2013,***,2013,***,2013
990,Mauritius,480,MUS,2013,29,56.764556884765625,***,2011,***,2011,***,2011,***,2011,***,--,77.81999969482422,2013,***,2014,***,2011,***,2011,***,2011
991,Malawi,454,MWI,2013,93,47.36909103393555,***,2013,***,2013,***,2013,***,2013,***,2013,43.12000274658203,2013,***,2013,***,2013,***,2013,***,2013
992,Malaysia,458,MYS,2013,14,62.31236267089844,***,2013,***,2013,***,2013,***,2013,***,2013,67.87200164794922,2013,***,2013,***,2013,***,2013,***,2013
993,Namibia,516,NAM,2013,76,49.31818389892578,***,2007,***,2007,***,2007,***,2014,***,2007,0.0,2013,***,2014,***,2007,***,2007,***,2007
994,Niger,562,NER,2013,92,47.56254577636719,***,2013,***,2013,***,2013,***,2013,***,2013,39.37600326538086,2013,***,2013,***,2013,***,2013,***,2013
995,Nigeria,566,NGA,2013,73,49.68463897705078,***,2013,***,2013,***,2013,***,2013,***,2013,20.062000274658203,2013,***,2013,***,2013,***,2013,***,2013
996,Nicaragua,558,NIC,2013,58,51.415252685546875,***,2013,***,2013,***,2013,***,2013,***,2013,75.135498046875,2013,***,2013,***,2013,***,2013,***,2013
997,Netherlands,528,NLD,2013,9,64.02545928955078,***,2013,***,2013,***,2013,***,2013,***,2013,74.55999755859375,2013,***,2013,***,2013,***,2013,***,2013
998,Norway,578,NOR,2013,8,64.14682006835938,***,2012,***,2012,***,2012,***,2012,***,2012,78.2300033569336,2013,***,2012,***,2012,***,2012,***,2012
999,Nepal,524,NPL,2013,99,46.43782424926758,***,2013,***,2013,***,2013,***,2013,***,2013,50.63199996948242,2013,***,2013,***,2013,***,2013,***,2013
1000,New Zealand,554,NZL,2013,1,67.73681640625,***,2013,***,2013,***,2013,***,2013,***,2013,74.20999908447266,2013,***,2013,***,2013,***,2013,***,2013
1001,Oman,512,OMN,2013,64,51.194095611572266,***,2011,***,--,***,2011,***,2011,***,--,6.269999980926514,2013,***,--,***,2011,***,--,***,2011
1002,Pakistan,586,PAK,2013,117,44.43531799316406,***,2013,***,2013,***,2013,***,2013,***,2013,45.57699966430664,2013,***,2013,***,2013,***,2013,***,2013
1003,Panama,591,PAN,2013,28,56.7976188659668,***,2013,***,2013,***,2013,***,2013,***,2013,66.54750061035156,2013,***,2013,***,2013,***,2013,***,2013
1004,Peru,604,PER,2013,94,46.93336486816406,***,2013,***,2013,***,2013,***,2013,***,2013,79.53399658203125,2013,***,2013,***,2013,***,2013,***,2013
1005,Philippines,608,PHL,2013,19,60.11955261230469,***,2013,***,2013,***,2013,***,2013,***,2013,54.630001068115234,2013,***,2013,***,2013,***,2013,***,2013
1006,Poland,616,POL,2013,97,46.63273239135742,***,2013,***,2013,***,2013,***,2013,***,2013,48.91999816894531,2013,***,2013,***,2013,***,2013,***,2013
1007,Portugal,620,PRT,2013,42,54.137725830078125,***,2013,***,2013,***,2013,***,2013,***,2013,58.029998779296875,2013,***,2013,***,2013,***,2013,***,2013
1008,Paraguay,600,PRY,2013,57,51.492183685302734,***,2013,***,2013,***,2013,***,2013,***,2013,64.82799530029297,2013,***,2013,***,2013,***,2013,***,2013
1009,Qatar,634,QAT,2013,25,57.227272033691406,***,2012,***,2009,***,2012,***,2011,***,2012,0.0,2013,***,2012,***,2012,***,2012,***,2012
1010,Romania,642,ROU,2013,121,43.98508834838867,***,2013,***,2013,***,2013,***,2013,***,2013,39.6719970703125,2013,***,2013,***,2013,***,2013,***,2013
1011,Russia,643,RUS,2013,136,42.0031852722168,***,2013,***,2013,***,2013,***,2013,***,2013,42.06999969482422,2013,***,2013,***,2013,***,2013,***,2013
1012,Rwanda,646,RWA,2013,75,49.344547271728516,***,2013,***,2011,***,2013,***,2013,***,2013,34.58000183105469,2013,***,2013,***,2013,***,2013,***,2013
1013,Saudi Arabia,682,SAU,2013,44,53.772727966308594,***,2013,***,2009,***,2013,***,2013,***,2008,0.0,2013,***,2013,***,2013,***,2013,***,2013
1014,Serbia,688,SCG,2013,130,43.18149948120117,***,2013,***,2013,***,2013,***,2013,***,2013,51.99300003051758,2013,***,2013,***,2013,***,2013,***,2013
1015,Sudan,729,SDN,2013,71,49.845458984375,***,2012,***,2010,***,2012,***,2012,***,2012,21.600000381469727,2013,***,2012,***,2012,***,2012,***,2012
1016,Senegal,686,SEN,2013,79,49.00770950317383,***,2013,***,2013,***,2013,***,2013,***,2013,31.169498443603516,2013,***,2013,***,2013,***,2013,***,2013
1017,Singapore,702,SGP,2013,63,51.19417953491211,***,2011,***,2012,***,2012,***,2012,***,2012,37.27199935913086,2013,***,2012,***,2012,***,2012,***,2012
1018,Sierra Leone,694,SLE,2013,65,51.017635345458984,***,2013,***,2013,***,2013,***,2013,***,2013,67.38800048828125,2013,***,2013,***,2013,***,2013,***,2013
1019,El Salvador,222,SLV,2013,95,46.69190979003906,***,2013,***,2013,***,2013,***,2013,***,2013,48.22200012207031,2013,***,2013,***,2013,***,2013,***,2013
1020,Suriname,740,SUR,2013,59,51.31398010253906,***,2012,***,2012,***,2012,***,2012,***,2012,54.907501220703125,2013,***,2012,***,2012,***,2012,***,2012
1021,Slovakia,703,SVK,2013,84,48.18681716918945,***,2013,***,2013,***,2013,***,2013,***,2013,59.11000061035156,2013,***,2013,***,2013,***,2013,***,2013
1022,Slovenia,705,SVN,2013,21,59.25454330444336,***,2013,***,2013,***,2013,***,2013,***,2013,65.5999984741211,2013,***,2013,***,2013,***,2013,***,2013
1023,Sweden,752,SWE,2013,20,59.5740966796875,***,2013,***,2013,***,2013,***,2013,***,2013,84.62999725341797,2013,***,2013,***,2013,***,2013,***,2013
1024,Swaziland,748,SWZ,2013,74,49.68182373046875,***,2011,***,2011,***,2011,***,2011,***,--,0.0,2013,***,--,***,2011,***,2011,***,2011
1025,Chad,148,TCD,2013,147,37.84727096557617,***,2013,***,2013,***,2013,***,2013,***,2013,22.639999389648438,2013,***,2013,***,2013,***,2013,***,2013
1026,Togo,768,TGO,2013,149,29.92836570739746,***,2011,***,2011,***,2011,***,2011,***,2008,26.423999786376953,2013,***,2014,***,2011,***,2011,***,2011
1027,Thailand,764,THA,2013,23,58.717079162597656,***,2013,***,2013,***,2013,***,2013,***,2013,63.7755012512207,2013,***,2013,***,2013,***,2013,***,2013
1028,Tajikistan,762,TJK,2013,87,47.89973068237305,***,2013,***,2013,***,2013,***,2013,***,2013,31.79399871826172,2013,***,2013,***,2013,***,2013,***,2013
1029,Trinidad and Tobago,780,TTO,2013,18,60.20227813720703,***,2013,***,2013,***,2013,***,2013,***,2013,69.44999694824219,2013,***,2013,***,2013,***,2013,***,2013
1030,Tunisia,788,TUN,2013,120,44.050907135009766,***,2013,***,2013,***,2013,***,2013,***,2013,69.12000274658203,2013,***,2013,***,2013,***,2013,***,2013
1031,Turkey,792,TUR,2013,115,44.645931243896484,***,2013,***,2013,***,2013,***,2013,***,2013,83.21049499511719,2013,***,2013,***,2013,***,2013,***,2013
1032,Tanzania,834,TZA,2013,106,45.489566802978516,***,2013,***,2013,***,2013,***,2013,***,2013,17.77050018310547,2013,***,2013,***,2013,***,2013,***,2013
1033,Uganda,800,UGA,2013,39,54.39456558227539,***,2013,***,2013,***,2013,***,2013,***,2013,26.680500030517578,2013,***,2013,***,2013,***,2013,***,2013
1034,Ukraine,804,UKR,2013,137,41.99636459350586,***,2013,***,2013,***,2013,***,2013,***,2013,45.92000198364258,2013,***,2013,***,2013,***,2013,***,2013
1035,Uruguay,858,URY,2013,41,54.22318649291992,***,2013,***,2013,***,2013,***,2013,***,2013,89.91000366210938,2013,***,2013,***,2013,***,2013,***,2013
1036,United States,840,USA,2013,2,67.54318237304688,***,2013,***,2013,***,2013,***,2013,***,2013,67.94999694824219,2013,***,2013,***,2013,***,2013,***,2013
1037,Venezuela,862,VEN,2013,131,43.022457122802734,***,2013,***,2013,***,2013,***,2013,***,2013,46.49399948120117,2013,***,2012,***,2013,***,2013,***,2013
1038,Vietnam,704,VNM,2013,88,47.86030197143555,***,2013,***,2013,***,2013,***,2013,***,2013,14.926501274108887,2013,***,2013,***,2013,***,2013,***,2013
1039,Yemen,887,YEM,2013,148,33.86363220214844,***,2013,***,2013,***,2013,***,2013,***,2013,0.0,2013,***,2013,***,2013,***,2013,***,2013
1040,South Africa,710,ZAF,2013,35,55.019779205322266,***,2013,***,2013,***,2013,***,2013,***,2013,73.43500518798828,2013,***,2013,***,2013,***,2013,***,2013
1041,Zambia,894,ZMB,2013,61,51.254661560058594,***,2013,***,2013,***,2013,***,2013,***,2013,45.602500915527344,2013,***,2013,***,2013,***,2013,***,2013
1042,Zimbabwe,716,ZWE,2013,86,48.02577209472656,***,2013,***,2013,***,2013,***,2013,***,2013,28.567001342773438,2013,***,2013,***,2013,***,2013,***,2013
1043,Afghanistan,4,AFG,2014,147,35.07379150390625,***,2014,***,2014,***,2014,***,2014,***,2013,20.62350082397461,2014,***,2014,***,2014,***,2014,***,2014
1044,Angola,24,AGO,2014,137,41.095455169677734,***,2014,***,2014,***,2014,***,2014,***,2013,25.100000381469727,2014,***,2014,***,2014,***,2014,***,2014
1045,Albania,8,ALB,2014,111,45.438392639160156,***,2014,***,2014,***,2014,***,2014,***,2013,50.644500732421875,2014,***,2014,***,2014,***,2014,***,2014
1046,United Arab Emirates,784,ARE,2014,28,57.454551696777344,***,2014,***,--,***,2014,***,2014,***,2010,0.0,2014,***,2014,***,2014,***,2014,***,2014
1047,Argentina,32,ARG,2014,75,48.79331970214844,***,2014,***,2014,***,2014,***,2014,***,2013,69.45299530029297,2014,***,2014,***,2014,***,2014,***,2014
1048,Armenia,51,ARM,2014,134,41.55238723754883,***,2014,***,2014,***,2014,***,2014,***,2013,47.15250015258789,2014,***,2014,***,2014,***,2014,***,2014
1049,Australia,36,AUS,2014,5,65.96500396728516,***,2014,***,2014,***,2014,***,2014,***,2014,93.2300033569336,2014,***,2014,***,2014,***,2014,***,2014
1050,Austria,40,AUT,2014,15,61.85954666137695,***,2014,***,2014,***,2014,***,2014,***,2014,74.91000366210938,2014,***,2014,***,2014,***,2014,***,2014
1051,Azerbaijan,31,AZE,2014,130,42.33927536010742,***,2014,***,2014,***,2014,***,2014,***,2013,7.464000225067139,2014,***,2014,***,2014,***,2014,***,2014
1052,Burundi,108,BDI,2014,146,36.061092376708984,***,2014,***,2014,***,2014,***,2014,***,2008,53.34400177001953,2014,***,2014,***,2014,***,2014,***,2014
1053,Belgium,56,BEL,2014,24,59.06513977050781,***,2014,***,2014,***,2014,***,2014,***,2014,80.43299865722656,2014,***,2014,***,2014,***,2014,***,2014
1054,Benin,204,BEN,2014,142,39.58574676513672,***,2014,***,2014,***,2014,***,2014,***,2013,49.88650131225586,2014,***,2014,***,2014,***,2014,***,2014
1055,Burkina Faso,854,BFA,2014,95,46.499088287353516,***,2014,***,2014,***,2014,***,2014,***,2013,37.97999954223633,2014,***,2014,***,2014,***,2014,***,2014
1056,Bangladesh,50,BGD,2014,126,42.92061996459961,***,2014,***,2014,***,2014,***,2014,***,2013,28.25349998474121,2014,***,2014,***,2014,***,2014,***,2014
1057,Bulgaria,100,BGR,2014,109,45.840797424316406,***,2014,***,2014,***,2014,***,2014,***,2013,48.49749755859375,2014,***,2014,***,2014,***,2014,***,2014
1058,Bahrain,48,BHR,2014,57,51.8636360168457,***,2011,***,--,***,2014,***,2014,***,2010,0.0,2014,***,2014,***,2011,***,2014,***,2011
1059,Belarus,112,BLR,2014,129,42.415000915527344,***,2014,***,2014,***,2014,***,2014,***,2013,11.130000114440918,2014,***,2014,***,2014,***,2014,***,2014
1060,Belize,84,BLZ,2014,83,47.99372482299805,***,2014,***,2014,***,2014,***,2014,***,2007,65.86199951171875,2014,***,2014,***,2014,***,2014,***,2014
1061,Bolivia,68,BOL,2014,63,51.28784942626953,***,2014,***,2014,***,2014,***,2014,***,2013,74.3324966430664,2014,***,2014,***,2014,***,2014,***,2014
1062,Brazil,76,BRA,2014,85,47.888179779052734,***,2014,***,2014,***,2014,***,2014,***,2013,72.53999328613281,2014,***,2014,***,2014,***,2014,***,2014
1063,Botswana,72,BWA,2014,38,55.83068084716797,***,2014,***,2014,***,2014,***,2014,***,2013,76.2750015258789,2014,***,2014,***,2014,***,2014,***,2014
